day2050,temp_warming,temp_warming_noise,temp_warming_noise_extreme,temp_warming_noise_extreme_inertia,temp_warming_noise_extreme_inertia_currents
276,17.82133,18.13479,18.13479,17.51727,17.46537
277,17.63657,17.93120,17.93120,17.33403,17.41549
278,17.45251,18.28017,19.61026,18.84519,18.75768
279,17.26926,17.61852,15.41359,15.06818,15.17492
280,17.08692,17.40288,19.75986,18.97982,18.96130
281,16.90559,17.25947,17.25947,16.72948,16.64736
282,16.72536,16.93817,16.93817,16.44030,16.58726
283,16.54632,17.26584,17.26584,16.73521,16.84243
284,16.36858,17.08422,17.08422,16.57175,16.53867
285,16.19221,16.45657,16.45657,16.00686,15.81118
286,16.01731,16.81658,16.81658,16.33088,16.33943
287,15.84396,15.62557,15.62557,15.25896,15.18554
288,15.67224,15.89820,14.30217,14.06791,13.88174
289,15.50223,16.37905,13.83896,13.65102,13.45418
290,15.33401,15.20656,16.96544,16.46485,16.38873
291,15.16766,14.67988,14.67988,14.40785,14.48810
292,15.00324,14.70210,14.70210,14.42784,14.40342
293,14.84082,14.68094,14.68094,14.40880,14.21744
294,14.68047,14.47532,14.47532,14.22374,14.31905
295,14.52225,14.97178,14.97178,14.67056,14.75218
296,14.36622,14.94637,14.94637,14.64769,14.59334
297,14.21243,14.13755,14.13755,13.91975,14.06656
298,14.06095,13.65070,13.65070,13.48158,13.59824
299,13.91181,14.55700,14.55700,14.29725,14.48661
300,13.76508,14.24930,14.24930,14.02032,13.91244
301,13.62079,14.14982,14.14982,13.93079,13.83873
302,13.47898,13.84741,13.84741,13.65862,13.69105
303,13.33970,13.09531,13.09531,12.98173,12.90790
304,13.20297,13.10804,13.10804,12.99319,13.05435
305,13.06883,12.92083,12.92083,12.82470,12.85110
306,12.93731,12.96232,12.96232,12.86204,13.00523
307,12.80844,12.30544,9.84238,10.05410,10.15415
308,12.68223,12.98039,14.28814,14.05528,14.07160
309,12.55871,11.71636,9.34163,9.60342,9.55568
310,12.43790,12.84823,12.84823,12.75936,12.56342
311,12.31980,13.23022,13.23022,13.10315,13.05637
312,12.20443,11.52506,11.52506,11.56851,11.71961
313,12.09179,12.17663,12.17663,12.15493,12.00699
314,11.98189,12.23323,12.23323,12.20586,12.07825
315,11.87474,12.11204,12.11204,12.09679,12.16889
316,11.77032,11.80805,11.80805,11.82320,11.82138
317,11.66864,12.24108,12.24108,12.21293,12.19341
318,11.56968,11.22550,13.49617,13.34251,13.48047
319,11.47345,12.33973,14.62407,14.35762,14.54435
320,11.37992,12.27079,9.80260,10.01829,9.87424
321,11.28908,11.08996,11.08996,11.17692,11.19142
322,11.20091,11.56354,11.56354,11.60314,11.53017
323,11.11540,11.16809,11.16809,11.24724,11.37120
324,11.03251,12.24118,12.24118,12.21301,12.40749
325,10.95223,10.91833,10.91833,11.02245,11.09282
326,10.87452,10.58314,10.58314,10.72078,10.86280
327,10.79936,11.10348,11.10348,11.18909,11.18677
328,10.72671,11.29039,11.29039,11.35731,11.26313
329,10.65655,11.09419,11.09419,11.18073,11.18856
330,10.58882,10.53045,10.53045,10.67336,10.47864
331,10.52350,10.85747,10.85747,10.96768,10.92828
332,10.46054,10.59369,10.59369,10.73028,10.66425
333,10.39991,10.79203,10.79203,10.90878,10.91132
334,10.34155,9.27130,7.38510,7.84254,7.87561
335,10.28542,10.87560,9.03555,9.32795,9.47526
336,10.23147,10.61066,12.76786,12.68703,12.81569
337,10.17967,10.07469,11.75623,11.77656,11.86517
338,10.12994,10.68340,12.88143,12.78924,12.92573
339,10.08225,10.92450,9.60589,9.84125,9.86621
340,10.03654,10.20392,10.20392,10.37948,10.40494
341,9.99276,9.85495,9.85495,10.06541,10.14303
342,9.95085,9.79954,9.79954,10.01554,10.01918
343,9.91076,9.61478,9.61478,9.84926,9.99261
344,9.87243,11.14022,11.14022,11.22215,11.04415
345,9.83580,10.66205,10.66205,10.79180,10.65992
346,9.80081,10.50314,10.50314,10.64878,10.73687
347,9.76741,9.62618,9.62618,9.85951,9.99474
348,9.73554,10.29064,10.29064,10.45753,10.49497
349,9.70513,9.78298,9.78298,10.00063,10.01773
350,9.67614,9.15430,9.15430,9.43482,9.63452
351,9.64849,10.32879,10.32879,10.49186,10.30706
352,9.62213,9.92900,9.92900,10.13205,10.32889
353,9.59701,10.02366,10.02366,10.21725,10.14316
354,9.57305,10.63043,10.63043,10.76334,10.67426
355,9.55020,10.14856,10.14856,10.32966,10.19912
356,9.52841,9.40461,9.40461,9.66010,9.71895
357,9.50760,9.50615,9.50615,9.75149,9.77132
358,9.48774,9.52714,9.52714,9.77038,9.78194
359,9.46875,10.00466,10.00466,10.20015,10.17301
360,9.45059,10.01172,10.01172,10.20650,10.30201
361,9.43319,9.25170,9.25170,9.52248,9.61264
362,9.41650,9.44919,9.44919,9.70022,9.51353
363,9.40048,9.90899,9.90899,10.11404,10.27026
364,9.38505,9.59848,9.59848,9.83458,9.85642
365,9.37018,9.59417,9.59417,9.83071,9.91715
